id,domain,old_code,proposed_code,new_code,source,reviewer_verdict,drafter_why,reviewer_reason,misconception
657,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Misconception concerns Congressional spending power and legislative process.,Relates to specific powers of the legislative branch.,The Spending Clause lets Congress spend money on anything it wants as long as it appropriates funds.
658,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Misconception concerns Congressional taxing and spending powers.,Relates to specific powers of the legislative branch.,The Taxing Power and the Spending Power are the same — both let Congress raise and spend money freely.
659,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Misconception concerns presidential enforcement duties and executive branch.,Relates to executive duties and enforcement.,The Take Care Clause requires the president to personally enforce every federal law on the books.
660,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Misconception concerns presidential foreign affairs and executive agreements.,Relates to executive authority in foreign affairs.,Executive agreements are unconstitutional because only Senate-ratified treaties described in Article II are valid.
661,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Misconception concerns war powers and presidential authority.,Relates to executive role as commander in chief.,The commander-in-chief clause lets the president declare war without congressional approval on military matters.
662,2,FCLE,SS.7.CG.3.2,SS.7.CG.1.9,reviewer-accepted,DISPUTE-then-replacement,Misconception concerns federalism and state treatment of citizens.,Relates to individual rights and constitutional protections.,The Privileges and Immunities Clause prevents states from treating out-of-state residents differently in any situation.
663,2,FCLE,SS.7.CG.3.2,SS.7.CG.3.2,reviewer-accepted,DISPUTE-then-replacement,Misconception concerns Guarantee Clause and federal-state relations.,Relates to federalism and state sovereignty.,The Guarantee Clause lets the federal government intervene anytime a state government is inefficient or unpopular.
664,2,FCLE,SS.7.CG.3.2,SS.7.CG.3.2,draft+review-confirmed,CONFIRM,Misconception concerns federal-state power balance and federalism.,Relates to federalism and division of power.,New Federalism under Reagan returned significant power to the states by cutting federal programs.
665,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,reviewer-accepted,DISPUTE-then-replacement,Misconception concerns preemption and federal-state legislative relations.,"Preemption is a matter of federal supremacy/law, not legislative process.","Express, implied, and conflict preemption are just different terms for federal law overriding state law."
666,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Misconception concerns legislative process and conference committees.,Relates to the legislative lawmaking process.,Conference committees can rewrite bills completely — they can change anything the House and Senate passed.
667,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Misconception concerns Speaker of House and legislative branch structure.,Relates to legislative leadership and structure.,The Speaker of the House is the most powerful member because the Constitution grants special executive-like authority.
668,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Misconception concerns party whips and legislative voting process.,Relates to legislative branch internal processes.,The whip system in Congress forces members to vote with their party on every bill.
669,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Misconception concerns sunset provisions and legislative lawmaking.,Relates to legislative processes and law duration.,Sunset provisions mean a law automatically becomes permanent after a review period if no one objects.
670,2,FCLE,SS.7.CG.3.9,SS.7.CG.3.9,draft+review-confirmed,CONFIRM,Misconception concerns agency discretion and judicial review.,Relates to judicial review of agency actions.,Administrative discretion means agencies can interpret and enforce laws however they want with no oversight.
671,2,FCLE,SS.7.CG.3.2,SS.7.CG.3.2,draft+review-confirmed,CONFIRM,Misconception concerns state vs federal constitutional importance.,Relates to federalism and state vs federal authority.,State constitutions are less important than the federal Constitution because federal law always overrides them.
672,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Misconception concerns governor veto power and executive branch.,Relates to executive veto powers.,The line-item veto lets governors veto individual words or phrases within a bill they dislike.
673,2,FCLE,SS.7.CG.3.5,SS.7.CG.3.5,draft+review-confirmed,CONFIRM,Misconception concerns Article V amendment process and conventions.,Relates to the Article V amendment process.,A constitutional convention under Article V has never happened because Congress refuses to call one.
674,2,FCLE,SS.7.CG.3.5,SS.7.CG.3.5,draft+review-confirmed,CONFIRM,Misconception concerns failed amendments and Article V process.,Relates to the amendment process and ratification.,The failed Equal Rights Amendment is the only significant proposed amendment that never got ratified.
675,2,FCLE,SS.7.CG.3.3,SS.7.CG.3.3,draft+review-confirmed,CONFIRM,Explains the structure and design priority of the legislative branch.,Relates to the structure and design of the branches.,Article I comes first because the framers considered Congress more important than the presidency.
676,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Explains the legislative power to establish bankruptcy laws.,Relates to specific legislative powers under Article I.,The bankruptcy clause in Article I gives individuals the right to discharge all debts without consequence.
677,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Explains the legislative power to grant limited-time intellectual property rights.,Relates to legislative authority over intellectual property.,The Patent and Copyright Clause gives inventors and authors permanent exclusive rights to their work.
678,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Explains the functions and processes of the executive branch.,Relates to presidential communication and leadership functions.,Going public — presidents appealing directly to the public — is a new phenomenon invented by modern media presidents.
679,2,FCLE,SS.7.CG.3.9,SS.7.CG.3.7,reviewer-accepted,DISPUTE-then-replacement,Explains the judicial interpretation of the Presentment Clause.,Presentment is a legislative process involving the President.,"The Presentment Clause is straightforward — the president signs or vetoes bills, nothing controversial about it."
680,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Explains the nature of inherent executive powers in foreign relations.,Relates to the scope of executive authority.,Inherent powers are listed in the Constitution alongside enumerated powers — they're just harder to find.
681,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Explains legislative limits on delegating lawmaking power to agencies.,Relates to legislative delegation of power.,The nondelegation doctrine is dead — Congress can delegate all its lawmaking power to agencies without limits.
682,2,FCLE,SS.7.CG.3.9,SS.7.CG.3.9,draft+review-confirmed,CONFIRM,Explains the judicial branch's interpretive methods and bounds.,Relates to judicial interpretive methods.,Judicial pragmatism means judges make practical decisions ignoring the law to do what works best for society.
683,2,FCLE,SS.7.CG.3.9,SS.7.CG.3.2,reviewer-accepted,DISPUTE-then-replacement,Explains the judicial interpretation of the Full Faith and Credit Clause.,Relates to federalism and interstate relations.,The Full Faith and Credit Clause means every state must recognize every other state's laws exactly as written.
684,2,FCLE,SS.7.CG.3.2,SS.7.CG.3.2,reviewer-accepted,DISPUTE-then-replacement,Explains federal limits on state compacts to protect national unity.,Relates to federalism and state-federal relations.,Interstate compacts require congressional approval only when they involve large amounts of money.
685,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,reviewer-accepted,DISPUTE-then-replacement,Explains the executive branch's restrictions on accepting foreign gifts.,"Emoluments apply to all federal officers, not just executive.",The Emoluments Clause only applies to the president — members of Congress and judges can accept foreign gifts.
686,2,FCLE,SS.7.CG.3.9,SS.7.CG.3.9,draft+review-confirmed,CONFIRM,Explains the judicial interpretation of sovereign immunity exceptions.,Relates to judicial limitations and legal immunity.,Sovereign immunity means state governments can never be sued in federal court under any circumstances.
687,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Explains the legislative power and conditions for admitting states.,Relates to congressional power over territories.,The Admissions Clause means Congress can admit any territory as a state without imposing any conditions.
688,2,FCLE,SS.7.CG.3.9,SS.7.CG.3.9,draft+review-confirmed,CONFIRM,Explains the judicial overruling of Chevron deference.,Relates to judicial review and agency deference.,Chevron deference meant courts always had to agree with whatever federal agencies decided.
689,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Explains the contested nature of executive branch power theories.,Relates to theories of presidential power.,The unitary executive theory has been the dominant interpretation of presidential power throughout American history.
690,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Explains the legislative branch's oversight tools and the legislative veto.,Relates to legislative oversight mechanisms.,The legislative veto was a minor procedural tool that no one used before the Supreme Court struck it down.
691,2,FCLE,SS.7.CG.3.9,SS.7.CG.1.9,reviewer-accepted,DISPUTE-then-replacement,Explains the judicial interpretation of the Ex Post Facto Clause.,Relates to constitutional limits on government power.,The Ex Post Facto Clause prevents Congress from retroactively changing the consequences of any past action.
692,2,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Traces the principles behind the Three-Fifths Compromise.,Relates to founding principles and compromises.,The three-fifths compromise meant the Constitution declared enslaved people were three-fifths of a person.
693,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Explains the fluctuating judicial interpretation of implied legislative powers.,Relates to legislative implied powers.,The Necessary and Proper Clause has always been interpreted the same way — either broadly or narrowly.
694,2,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Traces the principles behind the Great Compromise on representation.,Relates to the founding constitutional structure.,The Great Compromise simply created a bicameral legislature — nothing mathematically complex about it.
695,2,FCLE,SS.7.CG.3.2,SS.7.CG.3.7,reviewer-accepted,DISPUTE-then-replacement,Federalism limits national power over commerce.,"Commerce power is a legislative power, not a federalism advantage.",The commerce power reached its maximum expansion under the New Deal and has been shrinking ever since.
696,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Signing statements relate to executive branch powers.,Relates to executive functions and statutory enforcement.,Signing statements are unconstitutional because the president is either signing or vetoing — there's no middle ground.
697,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,draft+review-confirmed,CONFIRM,Twenty-Fifth Amendment involves executive branch succession.,Relates to executive branch succession and disability.,The Twenty-Fifth Amendment has been used many times to remove presidents who were unfit for office.
698,2,FCLE,SS.7.CG.3.2,SS.7.CG.3.2,draft+review-confirmed,CONFIRM,Home rule defines state-local government relationship.,Relates to local sovereignty within a federal system.,Home rule means cities have the same constitutional sovereignty as states and can make laws independently.
699,2,FCLE,SS.7.CG.3.9,SS.7.CG.1.9,reviewer-accepted,DISPUTE-then-replacement,Habeas corpus suspension involves judicial rights.,"Relates to constitutional limits and checks, not judicial functions.",The Writ of Habeas Corpus can only be suspended by the president during wartime.
700,2,FCLE,SS.7.CG.3.9,SS.7.CG.1.9,reviewer-accepted,DISPUTE-then-replacement,Contracts Clause interpretation involves judicial review.,Relates to constitutional limitations on state power.,The Contracts Clause prevents any government from interfering with private contracts under any circumstances.
701,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Enumerated vs implied powers define Congress.,Relates to the scope of congressional authority.,The Enumerated Powers are the only powers Congress has — anything not listed is beyond congressional authority.
702,2,FCLE,SS.7.CG.3.9,SS.7.CG.1.9,reviewer-accepted,DISPUTE-then-replacement,Judicial tenure and impeachment involve judiciary.,Relates to checks and balances on the judiciary.,Federal judges serve for life because the Founders wanted to insulate them from any accountability whatsoever.
703,2,FCLE,SS.7.CG.3.8,SS.7.CG.3.8,reviewer-accepted,DISPUTE-then-replacement,Appointments Clause defines executive hiring.,Appointments are an executive function involving Senate interaction.,The Appointments Clause is straightforward — the president appoints whoever they want with Senate confirmation.
704,2,FCLE,SS.7.CG.3.7,SS.7.CG.3.7,draft+review-confirmed,CONFIRM,Speech or Debate Clause protects legislators.,Relates to legislative protections and functions.,The Speech or Debate Clause means members of Congress can say anything without any legal consequences.
390,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions applied rights to states.,Relates to effects of landmark decisions on constitutional interpretation.,The Bill of Rights always applied to state governments from the very beginning.
391,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions applied rights to states.,Relates to effects of landmark decisions on constitutional interpretation.,Selective incorporation means the Supreme Court picked and chose which rights to protect based on personal preference.
392,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions applied rights to states.,Relates to effects of landmark decisions on law and liberty.,Mapp v. Ohio just said police need a warrant to search your house — which was already the rule.
393,4,FCLE,SS.7.CG.2.3,SS.7.CG.2.3,reviewer-accepted,DISPUTE-then-replacement,Identifies the right to counsel in the Bill of Rights.,Focuses on identifying specific rights within the Bill of Rights.,"If you can't afford a lawyer, you just have to represent yourself in court."
394,4,FCLE,SS.7.CG.2.3,SS.7.CG.2.3,reviewer-accepted,DISPUTE-then-replacement,Identify rights in Bill of Rights like Miranda warnings. (repaired),Focuses on identifying specific rights within the Bill of Rights.,Miranda rights are just a formality — police have to read them but it doesn't really matter if they don't.
405,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Distinguishes natural rights from legal rights in founding philosophy.,Relates to foundational principles of law and government.,Locke's natural rights are identical to the legal rights granted by the Constitution.
406,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,"Traces separation of powers roots to ancient thought, not just Montesquieu.",Relates to foundational principles of law and government.,"Montesquieu invented the separation of powers, and the Founders copied his model directly."
407,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Clarifies Locke's view that natural rights pre-exist government.,Relates to foundational principles of law and government.,Locke believed natural rights are granted by the government to protect citizens.
408,1,FCLE,SS.7.CG.1.6,SS.7.CG.1.6,draft+review-confirmed,CONFIRM,Analyzes Declaration's modification of Locke's property right.,Directly analyzes ideas within the Declaration of Independence.,The Declaration's 'pursuit of happiness' was Locke's original phrasing for natural rights.
409,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Explains separation of powers requires checks and balances.,Relates to foundational principles of law and government.,Montesquieu's separation of powers means each branch operates independently with no checks on the others.
410,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Corrects view of Locke's peaceful state of nature.,Relates to foundational principles of law and government.,"Locke's state of nature was chaotic and violent, which is why people needed government."
411,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,"Identifies social contract as philosophical concept, not literal document.",Relates to foundational principles of law and government.,The social contract is a literal written document that citizens sign when they become adults.
412,1,FCLE,SS.7.CG.1.6,SS.7.CG.1.6,draft+review-confirmed,CONFIRM,Links right to dissolve contract to Declaration of Independence.,Relates to the right to alter/abolish in the Declaration.,"Once a social contract is formed, it cannot be broken or altered by the people."
413,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Distinguishes Locke's influence on US Constitution from Rousseau.,Relates to foundational principles of law and government.,The U.S. Constitution is based on Rousseau's version of the social contract.
414,1,FCLE,SS.7.CG.1.6,SS.7.CG.1.6,draft+review-confirmed,CONFIRM,Connects right of revolution to Declaration of Independence.,Relates to the right to alter/abolish in the Declaration.,"Social contract theory means citizens must always obey government, even when it becomes tyrannical."
555,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions define judicial review.,Relates to effects of landmark decisions on constitutional interpretation.,Marbury gave courts power to strike down laws they consider unwise or unfair policy.
556,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions applied rights to states.,Relates to effects of landmark decisions on constitutional interpretation.,The 14th Amendment immediately incorporated the entire Bill of Rights against the states upon ratification.
557,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted constitutional rights.,Relates to effects of landmark decisions on law and liberty.,"Roe v Wade established an absolute, unlimited right to abortion throughout all nine months of pregnancy."
558,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted constitutional rights.,Relates to effects of landmark decisions on law and liberty.,Brown v Board explicitly overturned Plessy's separate but equal doctrine in all public contexts.
559,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted constitutional powers.,Relates to effects of landmark decisions on constitutional interpretation.,McCulloch v Maryland established that Congress possesses unlimited implied powers via the Necessary and Proper Clause.
560,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted constitutional rights.,Relates to effects of landmark decisions on constitutional interpretation.,The Equal Protection Clause requires government to treat all individuals and groups identically under the law.
561,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions applied rights to states.,Relates to effects of landmark decisions on constitutional interpretation.,Selective incorporation has now fully applied all Bill of Rights protections against the states entirely.
562,4,FCLE,SS.7.CG.2.3,SS.7.CG.2.3,reviewer-accepted,DISPUTE-then-replacement,Identifies the right to counsel in the Bill of Rights.,Focuses on identifying specific rights within the Bill of Rights.,Gideon v Wainwright guaranteed the right to appointed counsel in all criminal proceedings without exception.
563,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions can reverse precedents.,Relates to effects of landmark decisions on constitutional interpretation.,Supreme Court constitutional interpretations can only be reversed through formal constitutional amendment.
564,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions applied rights to states.,Relates to effects of landmark decisions on constitutional interpretation.,Incorporation doctrine applies Bill of Rights protections to states through the Equal Protection Clause.
565,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted free speech.,Relates to effects of landmark decisions on law and liberty.,Brandenburg overturned Schenck and made all political speech absolutely protected
566,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted establishment clause.,Relates to effects of landmark decisions on constitutional interpretation.,The Lemon test remains the definitive framework for all Establishment Clause cases today
567,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted free speech.,Relates to effects of landmark decisions on law and liberty.,Tinker's substantial disruption test applies equally to all student expression regardless of context
568,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted establishment clause.,Relates to effects of landmark decisions on law and liberty.,"Engel v. Vitale's prohibition only applies to mandatory, state-composed religious exercises in schools"
569,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Explains how Supreme Court decisions interpreted free speech.,Relates to effects of landmark decisions on law and liberty.,Barnette established that the Free Speech Clause protects against all forms of compelled expression
570,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Directly analyzes effects of NYT v. Sullivan decision.,NY Times v. Sullivan's actual malice standard applies to all defamation cases involving any plaintiff
571,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Miller test landmark decision.,The Miller test's community standards clause means obscenity law is uniform across entire states
572,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Employment Division v. Smith decision.,Employment Division v. Smith eliminated all strict scrutiny for laws that burden religious exercise
573,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Hazelwood v. Kuhlmeier decision.,Hazelwood v. Kuhlmeier overturned Tinker and eliminated student press rights in all school contexts
574,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of incorporation landmark decisions.,The First Amendment was incorporated against the states through a single Supreme Court decision
575,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Miranda v. Arizona decision.,Miranda warnings are required whenever police question anyone.
576,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes judicial creation of the exclusionary rule.,The Fourth Amendment explicitly creates the exclusionary rule for illegally obtained evidence.
577,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Mapp v. Ohio decision.,Mapp v. Ohio was the first Supreme Court case to create the exclusionary rule.
578,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Gideon v. Wainwright decision.,Gideon v. Wainwright guaranteed counsel for all criminal defendants regardless of charge severity.
579,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Patane decision on Miranda.,Miranda violations require exclusion of all physical evidence discovered as a result.
580,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Escobedo and Miranda decisions.,Escobedo v. Illinois established the modern framework for the right to counsel during police interrogation.
581,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of good faith exception decisions.,The good faith exception effectively nullified the exclusionary rule for modern policing.
582,4,FCLE,SS.7.CG.3.11,SS.7.CG.2.5,reviewer-accepted,DISPUTE-then-replacement,Analyzes effects of Supreme Court decisions on law and liberty.,Relates to trial process and administration of justice.,Evidence excluded in criminal trials is also inadmissible in grand jury and civil proceedings.
583,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Miranda v. Arizona decision.,"Once Miranda warnings are given, suspects cannot voluntarily waive their rights and speak with police."
584,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Escobedo decision.,Escobedo v. Illinois remains the primary precedent governing police interrogation rights today.
585,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Heart of Atlanta Motel decision.,The Civil Rights Act of 1964 relied exclusively on the 14th Amendment for its constitutional authority.
586,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.6,reviewer-accepted,DISPUTE-then-replacement,Analyzes effects of Supreme Court decisions on law and liberty.,Relates to broadening participation in political process.,The Voting Rights Act of 1965 applied uniform preclearance requirements to all 50 states equally.
587,4,FCLE,SS.7.CG.3.11,SS.7.CG.2.4,reviewer-accepted,DISPUTE-then-replacement,Analyzes effects of Supreme Court decisions on law and liberty.,Relates to safeguarding individual rights via legislation.,The ADA's employment provisions apply to all employers regardless of company size.
588,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.11,draft+review-confirmed,CONFIRM,Analyzes effects of Supreme Court decisions on law and liberty.,Analyzes effects of Shelby County v. Holder decision.,Shelby County v. Holder (2013) struck down the VRA's preclearance requirement entirely.
589,4,FCLE,SS.7.CG.3.11,SS.7.CG.3.6,reviewer-accepted,DISPUTE-then-replacement,Analyzes effects of Supreme Court decisions on law and liberty.,Relates to civil rights and political participation history.,The Civil Rights Act of 1964 was the first federal statute addressing employment discrimination.
590,4,FCLE,SS.7.CG.2.4,SS.7.CG.2.3,reviewer-accepted,DISPUTE-then-replacement,Explains how laws safeguard rights against discrimination.,"Relates to statutory civil rights, not constitutional safeguards.",The ADA established the first federal prohibition on disability discrimination in American law.
591,4,FCLE,SS.7.CG.2.4,SS.7.CG.3.11,reviewer-preferred,CONFIRM-with-better-code,Explains how laws safeguard rights against discrimination.,Focuses on constitutional interpretation and Supreme Court authority.,Title II of the Civil Rights Act was grounded in the Equal Protection Clause of the 14th Amendment.
592,4,FCLE,SS.7.CG.2.4,SS.7.CG.3.6,reviewer-preferred,CONFIRM-with-better-code,Explains how laws safeguard rights against discrimination.,Directly concerns the 14th and 15th Amendments' impact.,The Voting Rights Act of 1965 derived its authority exclusively from the 15th Amendment.
593,4,FCLE,SS.7.CG.2.4,SS.7.CG.2.3,reviewer-accepted,DISPUTE-then-replacement,Explains how laws safeguard rights against discrimination.,"Concerns statutory employment law, not constitutional rights.",Title VII of the Civil Rights Act prohibits all employers from discriminating in employment practices.
594,4,FCLE,SS.7.CG.2.4,SS.7.CG.2.3,reviewer-accepted,DISPUTE-then-replacement,Explains how laws safeguard rights against discrimination.,"Relates to statutory compliance, not constitutional protections.",The ADA requires employers to provide reasonable accommodation without exception for any disability claim.
605,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Compares Hobbes and Locke on consent and rights in founding.,Relates to foundational principles of law and government.,Hobbes and Locke had no common ground — Hobbes wanted absolute monarchy while Locke wanted democracy.
606,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Distinguishes Rousseau's general will from simple majority rule.,Relates to foundational principles of law and government.,Rousseau's general will is just another term for majority rule in a democracy.
607,1,FCLE,SS.7.CG.1.2,SS.7.CG.1.2,draft+review-confirmed,CONFIRM,Explains Montesquieu's view that government fits specific societies.,Relates to foundational principles of law and government.,Montesquieu's Spirit of the Laws argued that one form of government is best for all societies.
608,1,FCLE,SS.7.CG.2.8,SS.7.CG.2.8,reviewer-accepted,DISPUTE-then-replacement,Describes lifelong nature of political socialization.,"Socialization is not explicitly media, individuals, or interest groups.",Political socialization is a one-time process that ends when you reach voting age.
609,1,FCLE,SS.7.CG.2.8,SS.7.CG.2.8,reviewer-accepted,DISPUTE-then-replacement,Explains family's role in party ID vs. issue positions.,"Family is not media, individuals, or interest groups.",Family influence is the strongest agent of political socialization because parents directly teach ideology.
610,1,FCLE,SS.7.CG.2.6,SS.7.CG.2.6,draft+review-confirmed,CONFIRM,Explains rational voter paradox and civic duty in voting.,Relates to the rational calculus of the voting process.,Downs' economic theory of voting says people vote because their single vote's expected benefit outweighs the cost.
611,1,FCLE,SS.7.CG.2.6,SS.7.CG.2.6,draft+review-confirmed,CONFIRM,Explains structural barriers and rational calculus in voter turnout.,Relates to the election and voting process.,Low voter turnout proves Americans are apathetic and don't care about democracy.
612,1,FCLE,SS.7.CG.2.8,SS.7.CG.2.8,reviewer-accepted,DISPUTE-then-replacement,Analyzes decline of social capital and civic engagement.,"Social capital is not media, individuals, or interest groups.",Putnam's Bowling Alone thesis proved that social capital has declined since the 1950s due to technology.
613,1,FCLE,SS.7.CG.2.6,SS.7.CG.2.6,draft+review-confirmed,CONFIRM,Explains impact of Shelby County on voting rights process.,Relates to the election and voting process.,Shelby County v. Holder (2013) restored voting rights by ending federal oversight of discriminatory states.
614,1,FCLE,SS.7.CG.2.6,SS.7.CG.2.6,draft+review-confirmed,CONFIRM,Analyzes gerrymandering impact on voting districts and rights.,Relates to the election and voting process.,Gerrymandering is purely a partisan tool used by the party in power to redraw districts to hurt the opposition.
